Topic,Count,Name,Representation,Representative_Docs
1229,13,1229_kirkiri_makki_mlre_approaching,"['kirkiri', 'makki', 'mlre', 'approaching', 'appointing', 'parota', 'lere', 'leads', 'waah', 'minimal']","['increased delivery charges sudden even charging menu mlre actual price need better alternative soon', 'appointing delivery boy checking weather aware local areas leads reach delivery road side 1hr late also charging delivery charges waah', 'bad delivery charges makki kirkiri double lere sale']"
1230,13,1230_timer_ordereverything_1413_1235,"['timer', 'ordereverything', '1413', '1235', 'rhythm', 'countdown', 'quickest', 'follows', 'professionals', 'fuss']","['sometimes idk happens zomato delivery take 45 mins bas yahi issue solve krdo baaki good', 'everything good countdown time zomato never match real time rhythm example suppose ordered food completing payment 1230 pm screen showing timer 15 min 1235 checked timer would show either 1413 min left 15 min seen 5 min ago thats big negative point', 'zomato delivery partners polite professionals mess fuss deliver quickest possible time always target']"
1231,13,1231_mood_guysi_tiredsuch_contributes,"['mood', 'guysi', 'tiredsuch', 'contributes', 'moody', 'availablity', 'relief', 'depending', 'mandatory', 'foody']","['good food good mood', 'good food good mood', 'good food good mood']"
1232,13,1232_bestest_bestever_every_ever,"['bestest', 'bestever', 'every', 'ever', 'time', '', '', '', '', '']","['bestest', 'bestest', 'bestest']"
1233,13,1233_wellvalued_well_goodvery_system,"['wellvalued', 'well', 'goodvery', 'system', 'need', 'service', 'good', '', '', '']","['well service', 'well service', 'wellvalued']"
1234,13,1234_jane_manga_hta_bol,"['jane', 'manga', 'hta', 'bol', 'bhuk', 'maara', 'rajlkshmi', 'chaei', 'bakry', 'rei']","['nice food also good ek restaurant aese h jo mere favourite h agr jane kamn na hua mai yha se v manga leti hu jane ka time khrb nii hota thanku much zomato', 'swag se khana entry maara garam tasty aur full tadka service bhi ekdum side hero jaise strong support mein bas ek scene slow warna yeh dinner poora actionpacked blockbuster tha', 'everything good bhai phele kam khate fast food agar man karta bhi tha bhi aane jane k chakar se miss ho jata tha jab se zamato aya hai roz hi kha raha hun ghar manga manga k']"
1235,13,1235_thik_thuda_mhega_chlo,"['thik', 'thuda', 'mhega', 'chlo', 'baas', 'ha', 'ye', 'hi', 'bhi', 'nice']","['thik h', 'thik h', 'thik h']"
1236,13,1236_far_personally_wonderful_helping,"['far', 'personally', 'wonderful', 'helping', 'lovely', 'experience', 'great', 'thanks', 'awesome', 'nice']","['great experience far', 'great experience far', 'great experience far']"
1237,13,1237_blinkit_blink_geneuein_mahendi,"['blinkit', 'blink', 'geneuein', 'mahendi', 'kalka', 'marh', 'jammu', '100x', 'appplease', 'rocking']","['worst service also blinkit following 1 star blinkit', 'good blinkit better', 'better blinkit']"
1238,13,1238_always_decent_part_otherwise,"['always', 'decent', 'part', 'otherwise', 'sometimes', 'class', 'deliveries', 'time', 'first', 'available']","['always delivery time', 'time delivery always', 'sometimes deliveries available otherwise decent']"
1239,13,1239_hotel_hotels_saravanaas_roof,"['hotel', 'hotels', 'saravanaas', 'roof', 'raja', 'traditional', 'amazingly', 'fare', 'nearest', 'preparing']","['hotel saravanaas tasty food', 'food hotel tasty', 'hotel raja amazingly preparing food fantastic hotel healthy food']"
1240,13,1240_saybut_oyo_shud_coupon,"['saybut', 'oyo', 'shud', 'coupon', 'hesitate', 'coupons', 'concession', 'coupans', 'couldve', 'cheapest']","['good need coupons less cost definitely order food orders need concession food', 'expensive food new oyo places order restaurants refuse deliver coupon scam doesnt make difference', 'important part life meals shud saybut definitely gotten expensive less coupons makes hesitate ordering sometimes']"
1241,13,1241_zero_aweful_failures_connecting,"['zero', 'aweful', 'failures', 'connecting', 'box', 'difficult', 'plus', 'complete', 'concern', 'customer']","['customer service zero', 'customer support zero', 'zero customer support']"
1242,13,1242_helpful_helpfull_wonderful_thank,"['helpful', 'helpfull', 'wonderful', 'thank', 'nice', 'great', '', '', '', '']","['nice helpful', 'nice helpful', 'nice helpful']"
1243,13,1243_irresponsible_statements_responsibility_responsible,"['irresponsible', 'statements', 'responsibility', 'responsible', 'management', 'unprofessional', 'behaviour', 'executive', 'without', 'getting']","['irresponsible app', 'irresponsible app', 'irresponsible app']"
1244,13,1244_travel_tourists_transport_destinations,"['travel', 'tourists', 'transport', 'destinations', 'traveler', 'travellers', 'functioning', 'traveling', 'travelling', 'favourite']","['good options almost ever travel', 'best u travel far', 'good travel']"
1245,13,1245_bestapp_goyal_depender_ji,"['bestapp', 'goyal', 'depender', 'ji', 'haii', 'yrr', 'mr', 'deepinder', 'hai', 'mera']","['good thats tell mr goyal', 'bestapp hai', 'best thank depender goyal ji']"
1246,13,1246_great_new_good_,"['great', 'new', 'good', '', '', '', '', '', '', '']","['good great', 'great good', 'good great']"
1247,13,1247_delesius_noicee_mountain_opportunities,"['delesius', 'noicee', 'mountain', 'opportunities', 'stations', 'services', 'travelling', 'handy', 'raining', 'upon']","['noicee delivery services', 'delesius good delivery service', 'excellent delivery services train delivery service like mountain full opportunities raining upon us service handy could ever travelling']"
1248,13,1248_knowthey_unnoticed_boxthey_bistake,"['knowthey', 'unnoticed', 'boxthey', 'bistake', 'awfulllll', 'aibots', 'horrable', 'moneywhom', 'cheaterdont', 'issuesand']","['one pathetic greedy delivery business find currently service higher prices pathetic customer support food quality restaurant wrong issue 3 times kept told let go one time instance uses aibots handle customer service almost never connects real representative handle late delivery common app works well smooth found issue whatsoever', 'horrable experience dont cancelation policy order placed bistake within seconds tried canceling order denied saying food preparation started mean extortion tried contacting support chatbot sending template requested connect live agent getting response extremely awfulllll', 'services deteriorating day day even food delivered inedible smells foul theres way raise proper complaint contact customer support theyve replaced everything unhelpful chatbots orders rarely delivered time despite continuously renewing membership experience keeps getting worse strongly suggest avoiding platform food orders every time order youre likely face issuesand concerns go unnoticed']"
1249,13,1249_mast_hai1no_taraf_jabardast,"['mast', 'hai1no', 'taraf', 'jabardast', '5star', 'hai', 'liya', 'meri', 'video', 'kam']","['mast app hai', 'mast app hai', 'mast app hai']"
1250,13,1250_logon_dusri_logo_band,"['logon', 'dusri', 'logo', 'band', 'chahe', 'tum', 'ka', 'apka', 'aane', 'koi']","['zomato walo ki sabse gaiya service hai galat order aane par koi helpsupport hi nahi hai sab bakwas hai band kar apna dhanda ager tumse nhi ho paa rha hai nahi toh waise hi band ho jayega jis hisaab se chal rahe ho', 'mera ye 16th bad comment hai dusri dusri id se please logo ko lutna band kardo jitna aap logo ka tax alllagta hai utne ka mera swiggy se daily food aa jaata hai aur wo bhi a1 quality', 'itni ghatiya app banate samay lagta hai app ka malik phuk raha hoga nasha aur kya app hai sach mein pichle baar bhi order kiya thenga aaya koi iss baar order karna chah itne extra charges waah ek item 95rs ka tha 176 ka bill banaya kya baat hai lootna ho koi zomato walon se seekho aur sahi tum logon ka bhi ameer baap ki aulado tumhe acha lagega hi na ye app paise ki koi tension hi nhi haan inme se kuch mehnti log bhi agar honge mujhe un logo se koi dikkat nahi hai thankyou']"
1251,13,1251_method_secure_methods_payment,"['method', 'secure', 'methods', 'payment', 'flexible', 'safe', 'security', 'unlike', 'safety', 'credit']","['easy payment method', 'payment methods payment refunds super cool secure', 'payment methods nice safe secure last easy use app']"
1252,13,1252_ana_coz_impressive_time,"['ana', 'coz', 'impressive', 'time', 'guys', 'ok', 'easy', 'really', 'always', 'money']","['time good', 'really impressive coz guys always time', 'good ana time']"
1253,13,1253_superb_extraordinary_cashback_fantastic,"['superb', 'extraordinary', 'cashback', 'fantastic', 'say', 'excellent', 'awesome', 'great', 'amazing', 'nice']","['excellent superb', 'superb excellent', 'excellent good nice fantastic superb extraordinary great']"
1254,13,1254_osum_ossum_awusum_awosme,"['osum', 'ossum', 'awusum', 'awosme', 'aussum', 'awsum', 'simply', 'time', '', '']","['osum', 'osum', 'osum']"
1255,12,1255_bbe_leaked_condition_bad,"['bbe', 'leaked', 'condition', 'bad', 'man', 'sometimes', 'delivery', 'good', '', '']","['bad delivery condition', 'good sometimes delivery leaked', 'bad delivery bbe']"
1256,12,1256_favourite_favorite_locality_daily,"['favourite', 'favorite', 'locality', 'daily', 'easily', 'near', 'ordering', 'loving', 'easy', 'useful']","['favourite food order app', 'favourite food ordering app', 'favourite food ordering app']"
1257,12,1257_elsewise_appbest_members_somewhat,"['elsewise', 'appbest', 'members', 'somewhat', 'gold', 'especially', 'self', 'exciting', 'member', 'mark']","['good sometimes offers upto mark gold members otherwise app really good', 'ui needs update elsewise love gold everything else', 'excellent appbest service offers user new somewhat old gold member']"
1258,12,1258_zing_100sure_felling_goat,"['zing', '100sure', 'felling', 'goat', 'wow', 'wowww', 'means', 'amazing', 'im', 'zomato']","['amazing zing zing', 'amazing zing zing', 'wow amazing zing zing']"
1259,12,1259_finalising_fluent_changes_beginning,"['finalising', 'fluent', 'changes', 'beginning', 'attractive', 'adds', 'personally', 'becomes', 'direct', 'price']","['many changes taken due order becomes expensive', 'good fluent process placing order pls try reduce price accurate original price item', 'shows attractive price first adds unnecessary cost finalising order']"
1260,12,1260_expressions_itttt_amazing_loved,"['expressions', 'itttt', 'amazing', 'loved', 'fantastic', 'delivery', 'really', 'super', 'nice', 'good']","['amazing delivery', 'amazing delivery loved itttt', 'nice delivery expressions']"
1261,12,1261_okay_kkah_swear_god,"['okay', 'kkah', 'swear', 'god', 'happy', 'ok', 'nice', '', '', '']","['okay okay okay okay okay', 'okay okay', 'okay okay']"
1262,12,1262_convenient_intrusting_inetrface_comprehensive,"['convenient', 'intrusting', 'inetrface', 'comprehensive', 'fairly', 'handy', 'use', 'easy', 'first', 'useful']","['convenient easy use', 'easy use convenient', 'first time use inetrface intrusting easy use']"
1263,12,1263_fabulous_marvelous_sufficient_mindblowing,"['fabulous', 'marvelous', 'sufficient', 'mindblowing', 'blowing', 'served', 'mind', 'service', 'good', '']","['fabulous service', 'fabulous service', 'fabulous service']"
1264,12,1264_gr8_pe8_indispensable_experience,"['gr8', 'pe8', 'indispensable', 'experience', 'app', 'best', '', '', '', '']","['gr8 app', 'gr8 app', 'gr8 app']"
1265,12,1265_likr_many_offers_lots,"['likr', 'many', 'offers', 'lots', 'available', 'comes', 'could', 'gives', 'lot', 'times']","['many offers', 'many offers likr', 'many offers']"
1266,12,1266_yep_comparison_faster_fast,"['yep', 'comparison', 'faster', 'fast', 'others', 'tha', 'agent', 'home', 'useful', 'thanks']","['faster delivery app delivery agent good', 'fast delivery yep like app', 'fast delivery comparison others app']"
1267,12,1267_60rs_cover_discount_discounts,"['60rs', 'cover', 'discount', 'discounts', 'decent', 'reasonable', 'complain', 'bit', 'deals', 'smooth']","['good experience discount', 'awesome experience charges little bit high discount coupons cover', 'good experience deals day also available thing charge extra 60rs even free delivery']"
1268,12,1268_experence_greatest_recommended_highly,"['experence', 'greatest', 'recommended', 'highly', 'user', 'best', 'service', 'always', 'excellent', 'good']","['good service highly recommended', 'excellent service best user experence', 'greatest good service']"
1269,12,1269_itwith_oryxvillage_kenze_sperately,"['itwith', 'oryxvillage', 'kenze', 'sperately', 'combinations', 'finding', 'orde', 'disadvantage', 'noon', 'huge']","['everything awesome except place orders sperately order different restaurants', 'restaurants like oryxvillage kenze etc taking orders noon meals required', 'finding items needs easier finding combinations restaurants dishes intuitive also ordering items different restaurants part one transaction']"
1270,12,1270_adorable_cute_sexy_beautiful,"['adorable', 'cute', 'sexy', 'beautiful', 'wow', 'thanks', 'super', 'thank', 'much', 'nice']","['adorable', 'adorable', 'adorable']"
1271,12,1271_tricityrather_inexperienced_care_loss,"['tricityrather', 'inexperienced', 'care', 'loss', 'executives', 'facility', 'handle', 'recent', 'worst', 'customer']","['worst customer care service', 'worst customer care service', 'worst service tricityrather go swiggy inexperienced handle customer']"
1272,12,1272_servicethere_latr_servicevery_degraded,"['servicethere', 'latr', 'servicevery', 'degraded', 'describe', 'bad', 'words', 'sometime', 'nowadays', 'services']","['degraded services', 'much bad service latr always', 'bad servicethere words describe servicevery bad service']"
1273,12,1273_staff_behaved_poliet_cum,"['staff', 'behaved', 'poliet', 'cum', 'deliverygood', 'manners', 'staffs', 'cooperative', 'employee', 'employees']","['fast delivery well behaved staff', 'fast delivery service well behaved staff', 'delivery fast good staff']"
1274,12,1274_1449_30k60k_720_215,"['1449', '30k60k', '720', '215', '1020', '500rs', '56', 'baba', 'advertisement', 'statement']","['please सभ भरतय स नवदन ह क zamato स सवधन रह य charge और company policy hide कर रखत ह और आपक पत भ नह चलत जब आपक सथ कई समसय ह जत ह त company policy क बहन बनत इसलए zomato blinkit aur swiggy और भ इन जस online booking वल app ya products स सवधन रह म अपन review आपक इसलए द रह ह क म त कम नकसन ख कर बच गय कह आपक सथ न ह इसलए कपय कर आप लग इन कमपनय स अपन आप क बचय और कई भ भ order सच समझ कर कर', 'मन तन दन कटनय कम कय 56 घट 720 रपए अरनग कए मड क पमट रसट हआ त दख मर सर रपए इन लग न कट लए ऊपर स 1449 रपए पडग भ दख रह ह और मर तन दन पटरल क खरच व अलग एक दन मन सवग म कय थ और व सर पस द दन बद मर अकउट म आ गए ऐस चर कपन क लए म भगवन स पररथन करग य कभ न पनप', 'sorry say statement true partner एक लडक ज जब क तयर करत ह परट टइम कम क लए व इनक जवइन करत ह ह कछ त परमनट जब क लए भ इसक चज कर लत हय लग अपन advertisement म दखत ह क 30k60k पर मथ लकन य सब झठ हत ह मन कर क दख हइनक सइट प 10 घट 12 घट एकटव रह दन क 500rs bhi बड मशकल स हत ह व भ कस ऑरडर क लए कफ वट कर फर रसटरट पर जक वट ऊपर स कसटमर क सनअगर कछ परबलम हई त सर गलत रइडर क']"
